index,City,Date,Month,Card Type,Exp Type,Gender,Amount
736,"Delhi, India",9-Apr-15,Apr,Gold,Food,Female,70494
737,"Ahmedabad, India",23-Aug-14,Aug,Gold,Food,Female,268849
738,"Delhi, India",23-Aug-14,Aug,Gold,Food,Female,154645
739,"Ahmedabad, India",4-Apr-14,Apr,Gold,Food,Female,187546
740,"Ahmedabad, India",1-Jan-15,Jan,Silver,Food,Female,209232
741,"Bengaluru, India",12-Mar-14,Mar,Platinum,Food,Female,9999
742,"Delhi, India",19-Feb-15,Feb,Platinum,Food,Female,106503
743,"Ahmedabad, India",5-Feb-15,Feb,Platinum,Food,Female,183105
744,"Bengaluru, India",28-Dec-13,Dec,Platinum,Food,Female,14531
745,"Ahmedabad, India",1-Jan-15,Jan,Signature,Food,Female,75187
746,"Delhi, India",10-May-15,May,Platinum,Food,Female,241709
747,"Bengaluru, India",6-Oct-13,Oct,Gold,Food,Female,41266
748,"Ahmedabad, India",13-Jan-15,Jan,Signature,Food,Female,151734
749,"Delhi, India",23-Jul-14,Jul,Silver,Food,Female,49249
750,"Ahmedabad, India",13-May-15,May,Silver,Food,Female,7448
751,"Bengaluru, India",19-Mar-14,Mar,Silver,Food,Female,38146
752,"Greater Mumbai, India",16-Sep-14,Sep,Silver,Food,Female,130542
753,"Delhi, India",2-Sep-14,Sep,Silver,Food,Female,267807
754,"Bengaluru, India",1-Aug-14,Aug,Silver,Food,Female,205047
755,"Ahmedabad, India",23-Feb-14,Feb,Silver,Food,Female,173596
756,"Greater Mumbai, India",1-Feb-15,Feb,Silver,Food,Female,222368
757,"Bengaluru, India",29-Apr-15,Apr,Silver,Food,Female,283399
758,"Bengaluru, India",10-Jan-15,Jan,Silver,Bills,Female,291839
759,"Delhi, India",6-Apr-15,Apr,Silver,Food,Female,222487
760,"Ahmedabad, India",11-Dec-13,Dec,Silver,Entertainment,Female,236449
761,"Greater Mumbai, India",15-Oct-13,Oct,Silver,Food,Female,152705
762,"Ahmedabad, India",26-Feb-14,Feb,Silver,Grocery,Female,36575
763,"Bengaluru, India",6-May-14,May,Silver,Fuel,Female,194493
764,"Delhi, India",3-Nov-14,Nov,Silver,Food,Female,58116
765,"Delhi, India",12-Apr-15,Apr,Silver,Entertainment,Female,179481
766,"Greater Mumbai, India",22-Feb-15,Feb,Silver,Food,Female,205735
767,"Greater Mumbai, India",27-Dec-14,Dec,Silver,Fuel,Female,249400
768,"Delhi, India",25-May-14,May,Silver,Grocery,Female,213000
769,"Ahmedabad, India",28-Oct-13,Oct,Silver,Food,Female,174245
770,"Delhi, India",1-Sep-14,Sep,Silver,Food,Female,191860
771,"Delhi, India",17-Mar-14,Mar,Silver,Food,Female,156171
772,"Greater Mumbai, India",8-Dec-13,Dec,Silver,Grocery,Female,183633
773,"Bengaluru, India",3-May-14,May,Silver,Food,Female,282970
774,"Greater Mumbai, India",29-Nov-13,Nov,Silver,Food,Female,67213
775,"Greater Mumbai, India",27-Dec-13,Dec,Silver,Entertainment,Female,299122
776,"Bengaluru, India",22-Oct-14,Oct,Silver,Entertainment,Female,132237
777,"Ahmedabad, India",26-Apr-15,Apr,Silver,Entertainment,Female,64149
778,"Bengaluru, India",24-May-15,May,Silver,Bills,Female,106831
779,"Bengaluru, India",9-Jan-15,Jan,Silver,Bills,Female,147225
780,"Bengaluru, India",15-Oct-14,Oct,Silver,Grocery,Female,53822
781,"Ahmedabad, India",10-Oct-13,Oct,Silver,Food,Female,74794
782,"Ahmedabad, India",12-Dec-13,Dec,Silver,Food,Female,29985
783,"Greater Mumbai, India",18-Dec-14,Dec,Silver,Fuel,Female,239856
784,"Greater Mumbai, India",2-Nov-14,Nov,Silver,Bills,Female,168234
785,"Greater Mumbai, India",14-Apr-14,Apr,Silver,Fuel,Female,10476
786,"Greater Mumbai, India",30-Nov-14,Nov,Silver,Bills,Female,210425
787,"Ahmedabad, India",2-Nov-13,Nov,Silver,Grocery,Female,171803
788,"Delhi, India",15-Jun-14,Jun,Silver,Fuel,Female,31365
789,"Ahmedabad, India",4-Dec-14,Dec,Silver,Entertainment,Female,231629
790,"Greater Mumbai, India",13-Dec-13,Dec,Silver,Bills,Female,79856
791,"Ahmedabad, India",24-Oct-14,Oct,Silver,Food,Female,129599
792,"Delhi, India",5-May-15,May,Silver,Grocery,Female,177579
793,"Greater Mumbai, India",1-May-14,May,Silver,Grocery,Female,230362
794,"Ahmedabad, India",11-Mar-15,Mar,Silver,Grocery,Female,285777
795,"Bengaluru, India",3-Jul-14,Jul,Silver,Entertainment,Female,213640
796,"Bengaluru, India",7-Dec-14,Dec,Silver,Bills,Female,214511
797,"Ahmedabad, India",17-Sep-14,Sep,Silver,Fuel,Female,36849
798,"Delhi, India",4-Apr-15,Apr,Silver,Grocery,Female,160601
799,"Greater Mumbai, India",16-Oct-14,Oct,Silver,Fuel,Female,273374
800,"Bengaluru, India",21-Jul-14,Jul,Silver,Food,Female,49592
801,"Ahmedabad, India",16-Oct-14,Oct,Silver,Entertainment,Female,287849
802,"Ahmedabad, India",10-Apr-14,Apr,Silver,Grocery,Female,290413
803,"Ahmedabad, India",11-Mar-15,Mar,Silver,Grocery,Female,253375
804,"Bengaluru, India",3-Aug-14,Aug,Silver,Fuel,Female,251295
805,"Bengaluru, India",22-Apr-15,Apr,Silver,Food,Female,236861
806,"Delhi, India",29-Nov-14,Nov,Silver,Bills,Female,299032
807,"Delhi, India",18-May-15,May,Silver,Bills,Female,139246
808,"Bengaluru, India",5-Nov-13,Nov,Silver,Bills,Female,139130
809,"Greater Mumbai, India",4-Oct-13,Oct,Silver,Entertainment,Female,116700
810,"Ahmedabad, India",4-Jul-14,Jul,Silver,Fuel,Female,211228
811,"Delhi, India",9-Oct-14,Oct,Silver,Bills,Female,146817
812,"Delhi, India",19-Jul-14,Jul,Silver,Grocery,Female,274970
813,"Bengaluru, India",25-Apr-14,Apr,Silver,Entertainment,Female,37144
814,"Delhi, India",17-Jul-14,Jul,Silver,Grocery,Female,46381
815,"Bengaluru, India",13-Jul-14,Jul,Silver,Bills,Female,251886
816,"Bengaluru, India",7-Feb-15,Feb,Silver,Fuel,Female,2686
817,"Bengaluru, India",6-May-14,May,Silver,Grocery,Female,82474
818,"Ahmedabad, India",21-Nov-13,Nov,Silver,Fuel,Female,159903
819,"Delhi, India",9-Mar-14,Mar,Silver,Entertainment,Female,275547
820,"Delhi, India",8-Jul-14,Jul,Silver,Entertainment,Female,52513
821,"Greater Mumbai, India",13-Dec-13,Dec,Silver,Food,Female,52484
822,"Delhi, India",10-May-14,May,Silver,Food,Female,5397
823,"Greater Mumbai, India",9-Nov-14,Nov,Silver,Bills,Female,88117
824,"Bengaluru, India",29-Jan-14,Jan,Silver,Food,Female,56078
825,"Greater Mumbai, India",21-Nov-13,Nov,Silver,Bills,Female,205643
826,"Delhi, India",25-Jun-14,Jun,Silver,Fuel,Female,47074
827,"Bengaluru, India",15-Jul-14,Jul,Silver,Grocery,Female,34594
828,"Greater Mumbai, India",25-Dec-13,Dec,Silver,Bills,Female,31000
829,"Delhi, India",17-May-14,May,Silver,Bills,Female,138376
830,"Bengaluru, India",29-Nov-14,Nov,Silver,Fuel,Female,254875
831,"Ahmedabad, India",4-Oct-13,Oct,Silver,Entertainment,Female,240666
832,"Delhi, India",19-Nov-13,Nov,Silver,Fuel,Female,32871
833,"Ahmedabad, India",6-Mar-14,Mar,Silver,Fuel,Female,270101
834,"Bengaluru, India",12-Mar-15,Mar,Silver,Entertainment,Female,95715
835,"Greater Mumbai, India",12-Feb-15,Feb,Silver,Food,Female,260724
836,"Bengaluru, India",21-Nov-14,Nov,Silver,Bills,Female,271600
837,"Ahmedabad, India",26-Mar-14,Mar,Silver,Food,Female,20006
838,"Ahmedabad, India",5-Jul-14,Jul,Silver,Entertainment,Female,171670
839,"Delhi, India",4-Jan-15,Jan,Silver,Fuel,Female,71727
840,"Ahmedabad, India",6-Feb-15,Feb,Silver,Entertainment,Female,57494
841,"Bengaluru, India",24-Dec-14,Dec,Silver,Food,Female,168546
842,"Greater Mumbai, India",12-Jun-14,Jun,Silver,Bills,Female,30080
843,"Ahmedabad, India",14-Jan-14,Jan,Silver,Fuel,Female,174697
844,"Bengaluru, India",18-Dec-13,Dec,Silver,Food,Female,180193
845,"Bengaluru, India",6-Nov-14,Nov,Silver,Grocery,Female,292047
846,"Bengaluru, India",23-May-15,May,Silver,Food,Female,233112
847,"Ahmedabad, India",22-Feb-15,Feb,Silver,Grocery,Female,226198
848,"Ahmedabad, India",11-Apr-14,Apr,Silver,Bills,Female,73112
849,"Bengaluru, India",23-Jun-14,Jun,Silver,Entertainment,Female,35232
850,"Delhi, India",30-Jun-14,Jun,Silver,Entertainment,Female,55074
851,"Bengaluru, India",31-Dec-14,Dec,Silver,Food,Female,186680
852,"Bengaluru, India",20-Jan-15,Jan,Silver,Food,Female,191642
853,"Greater Mumbai, India",30-Oct-13,Oct,Silver,Food,Female,238752
854,"Ahmedabad, India",11-Oct-13,Oct,Silver,Bills,Female,131578
855,"Bengaluru, India",17-Dec-14,Dec,Silver,Grocery,Female,227118
856,"Greater Mumbai, India",7-Oct-14,Oct,Silver,Grocery,Female,16479
857,"Ahmedabad, India",7-Oct-14,Oct,Silver,Entertainment,Female,253764
858,"Bengaluru, India",17-Oct-14,Oct,Silver,Entertainment,Female,274164
859,"Delhi, India",13-Jan-14,Jan,Silver,Bills,Female,67192
860,"Greater Mumbai, India",14-Dec-14,Dec,Silver,Fuel,Female,294525
861,"Delhi, India",29-Dec-13,Dec,Silver,Food,Female,13681
862,"Delhi, India",1-Nov-14,Nov,Silver,Bills,Female,27075
863,"Delhi, India",30-Oct-13,Oct,Silver,Entertainment,Female,252226
864,"Greater Mumbai, India",21-Apr-15,Apr,Silver,Grocery,Female,62418
865,"Delhi, India",11-Mar-15,Mar,Silver,Food,Female,256766
866,"Greater Mumbai, India",24-Oct-14,Oct,Silver,Entertainment,Female,85271
867,"Delhi, India",9-Oct-13,Oct,Silver,Fuel,Female,39439
868,"Delhi, India",22-Mar-14,Mar,Silver,Food,Female,284449
869,"Bengaluru, India",12-Nov-14,Nov,Silver,Food,Female,42900
870,"Bengaluru, India",18-Sep-14,Sep,Silver,Fuel,Female,235352
871,"Bengaluru, India",6-Nov-13,Nov,Silver,Bills,Female,55248
872,"Bengaluru, India",20-Feb-14,Feb,Silver,Grocery,Female,168702
873,"Greater Mumbai, India",2-Nov-14,Nov,Silver,Bills,Female,189022
874,"Ahmedabad, India",22-Jan-14,Jan,Silver,Bills,Female,286226
875,"Greater Mumbai, India",30-Dec-13,Dec,Silver,Grocery,Female,292143
876,"Greater Mumbai, India",18-Jan-15,Jan,Silver,Bills,Female,136134
877,"Ahmedabad, India",24-Jun-14,Jun,Silver,Food,Female,105723
878,"Bengaluru, India",10-May-14,May,Silver,Entertainment,Female,264985
879,"Greater Mumbai, India",11-Sep-14,Sep,Silver,Bills,Female,261257
880,"Ahmedabad, India",27-May-14,May,Silver,Entertainment,Female,39126
881,"Bengaluru, India",19-Mar-15,Mar,Silver,Bills,Female,278199
882,"Greater Mumbai, India",2-Sep-14,Sep,Silver,Grocery,Female,96925
883,"Greater Mumbai, India",26-Jun-14,Jun,Silver,Bills,Female,242270
884,"Delhi, India",23-Jan-14,Jan,Silver,Food,Female,1400
885,"Delhi, India",2-Jul-14,Jul,Silver,Entertainment,Female,75806
886,"Delhi, India",16-Jan-15,Jan,Silver,Entertainment,Female,15162
887,"Delhi, India",6-Apr-15,Apr,Silver,Entertainment,Female,8452
888,"Delhi, India",25-Nov-14,Nov,Silver,Fuel,Female,178922
889,"Greater Mumbai, India",6-Oct-13,Oct,Silver,Fuel,Female,66083
890,"Bengaluru, India",31-Oct-14,Oct,Silver,Fuel,Female,26449
891,"Ahmedabad, India",20-Mar-14,Mar,Silver,Grocery,Female,187484
892,"Delhi, India",18-Dec-13,Dec,Silver,Grocery,Female,262261
893,"Bengaluru, India",3-Jun-14,Jun,Silver,Grocery,Female,58978
894,"Bengaluru, India",23-Feb-15,Feb,Silver,Fuel,Female,173079
895,"Delhi, India",20-Mar-14,Mar,Silver,Bills,Female,66615
896,"Delhi, India",6-Jun-14,Jun,Silver,Bills,Female,126746
897,"Delhi, India",25-Jan-15,Jan,Silver,Food,Female,264442
898,"Bengaluru, India",6-Dec-13,Dec,Silver,Food,Female,77708
899,"Ahmedabad, India",6-Nov-13,Nov,Silver,Fuel,Female,176835
900,"Greater Mumbai, India",22-Nov-14,Nov,Silver,Entertainment,Female,79441
901,"Bengaluru, India",6-Nov-13,Nov,Silver,Food,Female,7625
902,"Greater Mumbai, India",18-Dec-13,Dec,Silver,Bills,Female,171174
903,"Bengaluru, India",8-May-14,May,Silver,Fuel,Female,282058
904,"Greater Mumbai, India",14-Jul-14,Jul,Silver,Bills,Female,80869
905,"Bengaluru, India",3-Aug-14,Aug,Silver,Food,Female,263200
906,"Ahmedabad, India",2-Jun-14,Jun,Silver,Food,Female,226791
907,"Delhi, India",14-Oct-13,Oct,Silver,Entertainment,Female,184533
908,"Ahmedabad, India",11-Jan-14,Jan,Silver,Grocery,Female,216441
909,"Greater Mumbai, India",3-Dec-14,Dec,Silver,Fuel,Female,289661
910,"Ahmedabad, India",20-Jun-14,Jun,Silver,Food,Female,10052
911,"Bengaluru, India",19-Sep-14,Sep,Silver,Fuel,Female,237560
912,"Bengaluru, India",9-Jan-15,Jan,Silver,Entertainment,Female,47237
913,"Ahmedabad, India",12-Jan-15,Jan,Silver,Fuel,Female,71160
914,"Greater Mumbai, India",23-Apr-15,Apr,Silver,Food,Female,72682
915,"Delhi, India",31-Aug-14,Aug,Silver,Fuel,Female,14092
916,"Bengaluru, India",8-Feb-14,Feb,Silver,Bills,Female,236228
917,"Delhi, India",16-Jul-14,Jul,Silver,Entertainment,Female,10545
918,"Greater Mumbai, India",1-Nov-13,Nov,Silver,Bills,Female,76284
919,"Greater Mumbai, India",26-Apr-14,Apr,Silver,Food,Female,164032
920,"Greater Mumbai, India",22-Oct-13,Oct,Silver,Grocery,Female,218315
921,"Ahmedabad, India",22-Mar-14,Mar,Silver,Bills,Female,32586
922,"Delhi, India",5-Feb-15,Feb,Silver,Bills,Female,154746
923,"Greater Mumbai, India",19-May-14,May,Silver,Bills,Female,95295
924,"Ahmedabad, India",17-May-14,May,Silver,Bills,Female,182407
925,"Ahmedabad, India",7-Dec-14,Dec,Silver,Fuel,Female,187593
926,"Bengaluru, India",16-Dec-13,Dec,Silver,Food,Female,225662
927,"Delhi, India",27-Mar-14,Mar,Silver,Fuel,Female,245991
928,"Ahmedabad, India",9-Sep-14,Sep,Silver,Entertainment,Female,60639
929,"Delhi, India",25-May-15,May,Silver,Fuel,Female,78973
930,"Greater Mumbai, India",4-Apr-14,Apr,Silver,Grocery,Female,191154
931,"Greater Mumbai, India",11-Jun-14,Jun,Silver,Fuel,Female,35692
932,"Delhi, India",7-Apr-15,Apr,Silver,Entertainment,Female,92644
933,"Bengaluru, India",27-Apr-15,Apr,Silver,Fuel,Female,137339
934,"Ahmedabad, India",8-Nov-13,Nov,Silver,Entertainment,Female,195699
935,"Ahmedabad, India",17-Jan-14,Jan,Silver,Grocery,Female,74923
936,"Bengaluru, India",29-Nov-14,Nov,Silver,Grocery,Female,254342
937,"Greater Mumbai, India",16-Feb-15,Feb,Silver,Food,Female,109836
938,"Greater Mumbai, India",31-Aug-14,Aug,Silver,Grocery,Female,18188
939,"Greater Mumbai, India",15-Dec-13,Dec,Silver,Bills,Female,239819
940,"Delhi, India",2-Apr-14,Apr,Silver,Entertainment,Female,51523
941,"Bengaluru, India",10-Nov-14,Nov,Silver,Fuel,Female,218805
942,"Ahmedabad, India",7-Mar-15,Mar,Silver,Grocery,Female,152175
943,"Ahmedabad, India",11-May-14,May,Silver,Bills,Female,45947
944,"Greater Mumbai, India",2-Jan-14,Jan,Silver,Bills,Female,97386
945,"Ahmedabad, India",19-Feb-14,Feb,Silver,Bills,Female,77248
946,"Delhi, India",30-Nov-14,Nov,Silver,Entertainment,Female,24410
947,"Delhi, India",3-Aug-14,Aug,Silver,Bills,Female,262709
948,"Greater Mumbai, India",24-Aug-14,Aug,Silver,Entertainment,Female,189510
949,"Delhi, India",6-Nov-14,Nov,Silver,Fuel,Female,36799
950,"Bengaluru, India",30-Oct-13,Oct,Silver,Entertainment,Female,226595
951,"Greater Mumbai, India",30-Dec-13,Dec,Silver,Grocery,Female,15100
952,"Bengaluru, India",26-Dec-13,Dec,Silver,Entertainment,Female,79665
953,"Delhi, India",23-Apr-14,Apr,Silver,Grocery,Female,66612
954,"Greater Mumbai, India",5-May-15,May,Silver,Bills,Female,232566
955,"Ahmedabad, India",18-Aug-14,Aug,Silver,Bills,Female,274636
956,"Bengaluru, India",13-Apr-15,Apr,Silver,Entertainment,Female,117763
957,"Delhi, India",19-Jan-14,Jan,Silver,Food,Female,225073
958,"Greater Mumbai, India",7-Feb-14,Feb,Silver,Grocery,Female,113408
959,"Bengaluru, India",19-Aug-14,Aug,Silver,Food,Female,31380
960,"Greater Mumbai, India",14-Aug-14,Aug,Silver,Bills,Female,234225
961,"Greater Mumbai, India",20-Feb-15,Feb,Silver,Grocery,Female,127139
962,"Ahmedabad, India",14-Nov-13,Nov,Silver,Food,Female,170980
963,"Bengaluru, India",8-May-15,May,Silver,Bills,Female,198285
964,"Delhi, India",27-Aug-14,Aug,Silver,Fuel,Female,182768
965,"Delhi, India",9-Jan-14,Jan,Silver,Grocery,Female,235299
966,"Delhi, India",16-Jan-15,Jan,Silver,Food,Female,159434
967,"Greater Mumbai, India",24-Jan-14,Jan,Silver,Fuel,Female,202892
968,"Greater Mumbai, India",26-Feb-14,Feb,Silver,Entertainment,Female,154492
969,"Greater Mumbai, India",24-Mar-14,Mar,Silver,Entertainment,Female,104714
970,"Delhi, India",17-May-14,May,Silver,Entertainment,Female,188146
971,"Delhi, India",1-Nov-13,Nov,Silver,Grocery,Female,190580
972,"Bengaluru, India",13-Mar-15,Mar,Silver,Grocery,Female,138179
973,"Delhi, India",13-Nov-14,Nov,Silver,Entertainment,Female,60871
974,"Bengaluru, India",22-Dec-13,Dec,Silver,Food,Female,248253
975,"Ahmedabad, India",27-Jan-15,Jan,Silver,Grocery,Female,237342
976,"Bengaluru, India",15-Sep-14,Sep,Silver,Grocery,Female,7112
977,"Greater Mumbai, India",31-Jan-14,Jan,Silver,Fuel,Female,156575
978,"Greater Mumbai, India",1-Apr-15,Apr,Silver,Grocery,Female,288916
979,"Bengaluru, India",29-Apr-15,Apr,Silver,Entertainment,Female,121801
980,"Bengaluru, India",10-Nov-13,Nov,Silver,Entertainment,Female,116662
981,"Ahmedabad, India",21-Mar-14,Mar,Silver,Food,Female,195072
982,"Delhi, India",28-Dec-14,Dec,Silver,Bills,Female,223356
983,"Greater Mumbai, India",29-Jul-14,Jul,Silver,Bills,Female,89169
984,"Ahmedabad, India",11-Oct-14,Oct,Silver,Bills,Female,118329
985,"Bengaluru, India",5-Apr-14,Apr,Silver,Fuel,Female,33227
986,"Bengaluru, India",9-Mar-15,Mar,Silver,Fuel,Female,236457
987,"Bengaluru, India",15-Aug-14,Aug,Silver,Fuel,Female,219889
988,"Greater Mumbai, India",25-May-15,May,Silver,Fuel,Female,176128
989,"Greater Mumbai, India",28-May-14,May,Silver,Food,Female,229461
990,"Bengaluru, India",22-Dec-13,Dec,Silver,Entertainment,Female,48682
991,"Delhi, India",3-Aug-14,Aug,Silver,Fuel,Female,111224
992,"Ahmedabad, India",27-Nov-13,Nov,Silver,Food,Female,186380
993,"Greater Mumbai, India",30-Aug-14,Aug,Silver,Food,Female,272688
994,"Delhi, India",26-Apr-14,Apr,Silver,Food,Female,56113
995,"Bengaluru, India",7-Jul-14,Jul,Silver,Food,Female,194394
996,"Ahmedabad, India",5-May-14,May,Silver,Entertainment,Female,260137
997,"Bengaluru, India",2-Nov-14,Nov,Silver,Food,Female,225270
998,"Bengaluru, India",18-Apr-14,Apr,Silver,Bills,Female,189610
999,"Bengaluru, India",1-May-14,May,Silver,Entertainment,Female,110676
1000,"Ahmedabad, India",6-Sep-14,Sep,Silver,Food,Female,9773
1001,"Ahmedabad, India",20-Oct-13,Oct,Silver,Food,Female,185621
1002,"Greater Mumbai, India",9-Jul-14,Jul,Silver,Bills,Female,272260
1003,"Delhi, India",5-Jul-14,Jul,Silver,Grocery,Female,113372
1004,"Greater Mumbai, India",14-Apr-14,Apr,Silver,Grocery,Female,227356
1005,"Ahmedabad, India",18-Jan-14,Jan,Silver,Grocery,Female,139332
1006,"Bengaluru, India",18-Jul-14,Jul,Silver,Entertainment,Female,251134
1007,"Greater Mumbai, India",17-Mar-14,Mar,Silver,Grocery,Female,162039
1008,"Delhi, India",4-Apr-14,Apr,Silver,Food,Female,116831
1009,"Delhi, India",26-May-14,May,Silver,Fuel,Female,276899
1010,"Bengaluru, India",24-Oct-14,Oct,Silver,Bills,Female,167244
1011,"Bengaluru, India",12-May-14,May,Silver,Food,Female,39000
1012,"Greater Mumbai, India",4-Jul-14,Jul,Silver,Food,Female,248342
1013,"Greater Mumbai, India",5-Oct-14,Oct,Silver,Grocery,Female,180246
1014,"Delhi, India",13-Apr-14,Apr,Silver,Grocery,Female,261895
1015,"Bengaluru, India",6-Mar-14,Mar,Silver,Bills,Female,102715
1016,"Ahmedabad, India",4-Jun-14,Jun,Silver,Grocery,Female,177550
1017,"Greater Mumbai, India",9-Jul-14,Jul,Silver,Grocery,Female,25722
1018,"Delhi, India",15-Jul-14,Jul,Silver,Entertainment,Female,250340
1019,"Greater Mumbai, India",29-Apr-15,Apr,Silver,Grocery,Female,213124
1020,"Delhi, India",24-May-14,May,Silver,Grocery,Female,45466
1021,"Greater Mumbai, India",8-Feb-15,Feb,Silver,Bills,Female,151770
1022,"Bengaluru, India",7-Mar-14,Mar,Silver,Food,Female,200777
1023,"Bengaluru, India",2-Aug-14,Aug,Silver,Bills,Female,277473
1024,"Delhi, India",20-Oct-14,Oct,Silver,Food,Female,299512
1025,"Bengaluru, India",14-Feb-15,Feb,Silver,Grocery,Female,61457
1026,"Delhi, India",24-Sep-14,Sep,Silver,Grocery,Female,170188
1027,"Bengaluru, India",25-Jan-15,Jan,Silver,Entertainment,Female,278470
1028,"Bengaluru, India",4-Apr-14,Apr,Silver,Fuel,Female,70106
1029,"Ahmedabad, India",14-Mar-15,Mar,Silver,Bills,Female,72205
1030,"Delhi, India",27-Apr-15,Apr,Silver,Grocery,Female,89320
1031,"Greater Mumbai, India",6-Dec-14,Dec,Silver,Bills,Female,71875
1032,"Greater Mumbai, India",23-May-14,May,Silver,Food,Female,253186
1033,"Greater Mumbai, India",15-Jul-14,Jul,Silver,Bills,Female,260399
1034,"Greater Mumbai, India",12-Mar-15,Mar,Silver,Food,Female,137623
1035,"Greater Mumbai, India",22-May-14,May,Silver,Food,Female,267868
1036,"Bengaluru, India",21-Nov-14,Nov,Silver,Grocery,Female,297242
1037,"Greater Mumbai, India",26-Dec-14,Dec,Silver,Fuel,Female,54265
1038,"Ahmedabad, India",28-Nov-14,Nov,Silver,Grocery,Female,37845
1039,"Delhi, India",18-Mar-14,Mar,Silver,Grocery,Female,23855
1040,"Ahmedabad, India",26-Dec-14,Dec,Silver,Grocery,Female,94727
1041,"Delhi, India",8-Jun-14,Jun,Silver,Entertainment,Female,40404
1042,"Bengaluru, India",15-Jan-15,Jan,Silver,Fuel,Female,265001
1043,"Bengaluru, India",15-Apr-15,Apr,Silver,Food,Female,153928
1044,"Greater Mumbai, India",12-Oct-13,Oct,Silver,Bills,Female,33156
1045,"Bengaluru, India",18-Nov-14,Nov,Silver,Grocery,Female,282857
1046,"Greater Mumbai, India",3-Dec-14,Dec,Silver,Bills,Female,143266
1047,"Bengaluru, India",23-Mar-14,Mar,Silver,Food,Female,232704
1048,"Delhi, India",22-Nov-13,Nov,Silver,Food,Female,10447
1049,"Greater Mumbai, India",6-Feb-14,Feb,Silver,Bills,Female,26753
1050,"Greater Mumbai, India",4-Dec-14,Dec,Silver,Bills,Female,100729
1051,"Ahmedabad, India",2-Jun-14,Jun,Silver,Grocery,Female,251198
1052,"Bengaluru, India",9-Nov-14,Nov,Silver,Entertainment,Female,45034
1053,"Greater Mumbai, India",16-Jan-15,Jan,Silver,Bills,Female,117031
1054,"Bengaluru, India",20-Mar-14,Mar,Silver,Grocery,Female,146944
1055,"Ahmedabad, India",1-Apr-14,Apr,Silver,Entertainment,Female,8571
1056,"Bengaluru, India",15-Nov-13,Nov,Silver,Bills,Female,240107
1057,"Bengaluru, India",17-Nov-14,Nov,Silver,Bills,Female,213775
1058,"Ahmedabad, India",2-Jan-15,Jan,Silver,Grocery,Female,214336
1059,"Greater Mumbai, India",19-Nov-13,Nov,Silver,Grocery,Female,8285
1060,"Ahmedabad, India",15-Apr-15,Apr,Silver,Grocery,Female,263945
1061,"Ahmedabad, India",1-Jan-14,Jan,Silver,Grocery,Female,98427
1062,"Greater Mumbai, India",6-Aug-14,Aug,Silver,Entertainment,Female,10716
1063,"Ahmedabad, India",16-Nov-14,Nov,Silver,Food,Female,120807
1064,"Greater Mumbai, India",11-Apr-14,Apr,Silver,Fuel,Female,233813
1065,"Ahmedabad, India",23-Jan-15,Jan,Silver,Entertainment,Female,177277
1066,"Bengaluru, India",20-Dec-13,Dec,Silver,Grocery,Female,241588
1067,"Bengaluru, India",27-Dec-14,Dec,Silver,Grocery,Female,87750
1068,"Ahmedabad, India",31-Mar-15,Mar,Silver,Bills,Female,69220
1069,"Greater Mumbai, India",17-Sep-14,Sep,Silver,Grocery,Female,43894
1070,"Delhi, India",26-Dec-14,Dec,Silver,Bills,Female,161107
1071,"Ahmedabad, India",12-Apr-15,Apr,Silver,Entertainment,Female,4377
1072,"Bengaluru, India",20-Sep-14,Sep,Silver,Food,Female,26629
1073,"Bengaluru, India",21-Aug-14,Aug,Silver,Entertainment,Female,101201
1074,"Ahmedabad, India",13-Feb-15,Feb,Silver,Grocery,Female,183821
1075,"Delhi, India",4-Sep-14,Sep,Silver,Grocery,Female,266132
1076,"Bengaluru, India",21-Nov-13,Nov,Silver,Food,Female,89508
1077,"Delhi, India",26-May-15,May,Silver,Entertainment,Female,41161
1078,"Ahmedabad, India",1-Mar-14,Mar,Silver,Fuel,Female,276608
1079,"Greater Mumbai, India",16-Dec-14,Dec,Silver,Entertainment,Female,287647
1080,"Bengaluru, India",12-Aug-14,Aug,Silver,Bills,Female,94917
1081,"Bengaluru, India",30-Mar-14,Mar,Silver,Grocery,Female,162928
1082,"Bengaluru, India",26-Mar-14,Mar,Silver,Grocery,Female,210802
1083,"Delhi, India",6-May-14,May,Silver,Entertainment,Female,234945
1084,"Greater Mumbai, India",30-Oct-14,Oct,Silver,Bills,Female,85227
1085,"Ahmedabad, India",23-Mar-15,Mar,Silver,Grocery,Female,209510
1086,"Bengaluru, India",7-Dec-14,Dec,Silver,Grocery,Female,39513
1087,"Bengaluru, India",8-Feb-14,Feb,Silver,Fuel,Female,138020
1088,"Ahmedabad, India",13-Jul-14,Jul,Silver,Grocery,Female,155283
1089,"Greater Mumbai, India",17-Aug-14,Aug,Silver,Food,Female,177031
1090,"Ahmedabad, India",10-Sep-14,Sep,Silver,Food,Female,58509
1091,"Greater Mumbai, India",16-Apr-15,Apr,Silver,Entertainment,Female,71041
1092,"Bengaluru, India",25-May-15,May,Silver,Grocery,Female,103964
1093,"Delhi, India",6-Jun-14,Jun,Silver,Fuel,Female,195709
1094,"Greater Mumbai, India",25-Feb-14,Feb,Silver,Grocery,Female,209052
1095,"Delhi, India",13-Oct-13,Oct,Silver,Entertainment,Female,21500
1096,"Bengaluru, India",20-Nov-14,Nov,Silver,Bills,Female,299152
